algo,model_id,model_path,cv_mean_neg_mse,cv_std_neg_mse,train_rmse,test_rmse,train_mae,test_mae,train_bias,test_bias,train_rpd,test_rpd,train_r2,test_r2,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_tol,rank_by_test_rmse
mlp,67,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_067.joblib,-613.5307279756682,237.4371062260756,6.711099239631395,10.346475387291235,4.8436619784411095,7.967144562454017,-4.81107604701938,-6.856285974765103,2.6603657333876725,1.5418979030190054,0.858708085647341,0.5793811182865154,tanh,0.0001,"(50, 50)",0.001,10000,0.001,53
mlp,65,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_065.joblib,-613.5307279756682,237.4371062260756,6.711099239631395,10.346475387291235,4.8436619784411095,7.967144562454017,-4.81107604701938,-6.856285974765103,2.6603657333876725,1.5418979030190054,0.858708085647341,0.5793811182865154,tanh,0.0001,"(50, 50)",0.001,5000,0.001,54
mlp,37,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_037.joblib,-168.3730028768575,67.92635815565987,11.237881572075484,11.030419387378117,10.251547447915637,9.188605360839011,4.264162590225075,4.128931497684691,1.5887316782945988,1.4462921257152777,0.6038142145649217,0.5219338912826648,relu,0.001,"(100,)",0.01,5000,0.001,55
mlp,36,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_036.joblib,-168.3730028768575,67.92635815565987,11.237881572075484,11.030419387378117,10.251547447915637,9.188605360839011,4.264162590225075,4.128931497684691,1.5887316782945988,1.4462921257152777,0.6038142145649217,0.5219338912826648,relu,0.001,"(100,)",0.01,5000,0.0001,56
mlp,38,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_038.joblib,-168.3730028768575,67.92635815565987,11.237881572075484,11.030419387378117,10.251547447915637,9.188605360839011,4.264162590225075,4.128931497684691,1.5887316782945988,1.4462921257152777,0.6038142145649217,0.5219338912826648,relu,0.001,"(100,)",0.01,10000,0.0001,57
mlp,39,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_039.joblib,-168.3730028768575,67.92635815565987,11.237881572075484,11.030419387378117,10.251547447915637,9.188605360839011,4.264162590225075,4.128931497684691,1.5887316782945988,1.4462921257152777,0.6038142145649217,0.5219338912826648,relu,0.001,"(100,)",0.01,10000,0.001,58
mlp,13,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_013.joblib,-168.38953290504574,67.95582783178192,11.237891881966002,11.030430009534362,10.251556531921212,9.188615154102521,4.2641703367882,4.128940314753135,1.5887302207570253,1.4462907329553472,0.6038134876247203,0.5219329705388256,relu,0.0001,"(100,)",0.01,5000,0.001,59
mlp,12,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_012.joblib,-168.38953290504574,67.95582783178192,11.237891881966002,11.030430009534362,10.251556531921212,9.188615154102521,4.2641703367882,4.128940314753135,1.5887302207570253,1.4462907329553472,0.6038134876247203,0.5219329705388256,relu,0.0001,"(100,)",0.01,5000,0.0001,60
mlp,15,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_015.joblib,-168.38953290504574,67.95582783178192,11.237891881966002,11.030430009534362,10.251556531921212,9.188615154102521,4.2641703367882,4.128940314753135,1.5887302207570253,1.4462907329553472,0.6038134876247203,0.5219329705388256,relu,0.0001,"(100,)",0.01,10000,0.001,61
mlp,14,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_014.joblib,-168.38953290504574,67.95582783178192,11.237891881966002,11.030430009534362,10.251556531921212,9.188615154102521,4.2641703367882,4.128940314753135,1.5887302207570253,1.4462907329553472,0.6038134876247203,0.5219329705388256,relu,0.0001,"(100,)",0.01,10000,0.0001,62
mlp,89,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_089.joblib,-613.5318418604577,237.43554873664203,8.914636355090117,11.575555695086951,7.237590490617914,9.679686444822512,-6.987378502754489,-8.701252383206677,2.002771368266198,1.3781808082071756,0.7506914046322417,0.4735130579650544,tanh,0.001,"(50, 50)",0.001,5000,0.001,63
mlp,91,/home/aline/Documentos/coffee-nir-moisture/output/models/mlp/savitzkygolay_2a_derivada/mlp_model_091.joblib,-613.5318418604577,237.43554873664203,8.914636355090117,11.575555695086951,7.237590490617914,9.679686444822512,-6.987378502754489,-8.701252383206677,2.002771368266198,1.3781808082071756,0.7506914046322417,0.4735130579650544,tanh,0.001,"(50, 50)",0.001,10000,0.001,64
